"CustomerID","Gender","Age","Partner","Dependents","Tenure","MultipleLines","InternetService","OnlineProtect","TechSupport","Streaming","Outage","ContractType","MonthlyCharges","Churn","Pilot","ChurnIn"
"0056-EPFBG","Male",21,"Yes","Yes",20,0,"DSL",1,3,0,"Occasional",24,39.4,"No",0,17
"0057-QBUQH","Female",54,"No","No",43,2,"No",0,1,0,"Occasional",24,25.1,"No",0,35
"0064-SUDOG","Female",63,"No","No",12,1,"No",0,1,0,"Occasional",24,20.3,"No",0,34
"0067-DKWBL","Male",83,"No","No",2,1,"5G",1,2,0,"Occasional",1,49.25,"Yes",1,NA
"0068-FIGTF","Female",41,"No","No",27,1,"DSL",2,3,3,"Occasional",12,78.2,"No",0,10
"0074-HDKDG","Male",36,"Yes","Yes",25,1,"5G",3,2,0,"Occasional",12,61.6,"No",0,41
"0076-LVEPS","Male",56,"No","Yes",29,0,"DSL",3,3,0,"Occasional",1,45,"No",0,11
"0078-XZMHT","Male",52,"Yes","No",72,2,"5G",2,3,3,"Occasional",24,85.15,"No",1,22
"0080-EMYVY","Female",32,"No","No",14,1,"DSL",2,2,0,"Occasional",12,51.45,"No",0,37
"0080-OROZO","Female",37,"No","No",35,1,"DSL",0,3,3,"Occasional",12,99.25,"No",0,6
"0082-LDZUE","Male",37,"No","No",1,1,"DSL",0,2,0,"Occasional",1,44.3,"No",0,33
"0082-OQIQY","Male",60,"No","No",29,1,"Fiber optic",0,3,3,"Occasional",1,94.2,"No",0,27
"0083-PIVIK","Male",32,"No","No",64,2,"DSL",3,3,1,"Occasional",12,81.25,"No",0,40
"0093-XWZFY","Male",39,"No","No",40,2,"Fiber optic",2,2,3,"Occasional",1,104.5,"Yes",0,NA
"0094-OIFMO","Female",76,"No","No",11,1,"5G",2,2,3,"Frequent",1,95,"Yes",1,NA
"0096-BXERS","Female",41,"Yes","No",6,2,"DSL",0,2,0,"Occasional",1,50.35,"No",0,1
"0096-FCPUF","Male",45,"No","No",30,2,"5G",1,2,2,"Occasional",1,64.5,"No",0,22
"0103-CSITQ","Female",56,"Yes","No",57,2,"Fiber optic",2,3,3,"Occasional",12,109.4,"No",0,5
"0104-PPXDV","Male",23,"Yes","No",58,1,"5G",0,2,0,"Occasional",12,50.3,"No",1,36
"0106-GHRQR","Male",58,"No","No",16,2,"5G",2,2,2,"Occasional",1,71.4,"No",0,9
"0106-UGRDO","Female",24,"Yes","No",69,2,"No",3,3,3,"Occasional",24,116,"No",0,36
"0107-WESLM","Male",65,"No","No",1,1,"5G",0,1,0,"Occasional",1,19.85,"Yes",0,NA
"0111-KLBQG","Male",73,"Yes","Yes",32,1,"5G",2,2,3,"Occasional",1,93.95,"No",1,10
"0112-QAWRZ","Male",31,"Yes","Yes",16,2,"Fiber optic",0,2,1,"Occasional",1,90.8,"No",0,39
"0112-QWPNC","Male",21,"Yes","No",49,2,"DSL",1,3,3,"Occasional",12,84.35,"Yes",0,NA
"0114-IGABW","Female",36,"Yes","No",71,0,"5G",2,3,3,"Occasional",24,58.25,"No",1,3
"0114-PEGZZ","Female",62,"No","No",33,2,"Fiber optic",2,2,3,"Occasional",1,107.55,"No",0,27
"0114-RSRRW","Female",54,"No","No",10,1,"5G",0,1,0,"Occasional",1,19.95,"No",0,32
"0115-TFERT","Male",33,"Yes","No",21,2,"5G",2,3,3,"Occasional",1,111.2,"Yes",1,NA
"0118-JPNOY","Female",76,"No","No",26,1,"Fiber optic",1,2,1,"Occasional",1,85.8,"No",0,6
"0121-SNYRK","Male",53,"No","No",50,0,"5G",1,3,0,"Occasional",12,35.4,"No",0,4
"0122-OAHPZ","Female",54,"No","No",7,2,"5G",0,2,0,"Frequent",1,73.85,"Yes",1,NA
"0123-CRBRT","Female",22,"Yes","Yes",61,2,"5G",3,3,3,"Occasional",24,88.1,"No",1,65
"0125-LZQXK","Male",30,"No","No",15,1,"5G",0,3,3,"Occasional",1,101.35,"Yes",0,NA
"0128-MKWSG","Female",27,"No","Yes",26,0,"DSL",1,3,2,"Occasional",1,45.8,"No",0,10
"0129-QMPDR","Male",41,"No","No",44,1,"5G",0,1,0,"Occasional",12,20.5,"No",0,39
"0134-XWXCE","Female",74,"No","No",44,1,"DSL",0,3,3,"Occasional",12,74.85,"No",0,1
"0136-IFMYD","Male",69,"Yes","No",69,1,"No",2,3,3,"Occasional",24,109.95,"No",0,21
"0137-UDEUO","Female",56,"No","No",3,1,"No",0,1,0,"Occasional",1,19.85,"Yes",0,NA
"0139-IVFJG","Female",52,"Yes","No",2,1,"DSL",3,2,1,"Occasional",1,90.35,"No",1,13
"0142-GVYSN","Male",53,"No","No",26,1,"DSL",0,1,0,"Occasional",1,20.3,"No",0,17
"0148-DCDOS","Male",45,"No","No",25,1,"No",0,2,3,"Frequent",1,94.7,"Yes",0,NA
"0151-ONTOV","Female",61,"No","No",1,1,"5G",0,2,0,"Frequent",1,70.9,"Yes",0,NA
"0156-FVPTA","Male",41,"Yes","No",22,1,"DSL",1,3,0,"Occasional",1,54.2,"Yes",0,NA
"0164-APGRB","Female",33,"No","No",72,1,"No",3,3,3,"Occasional",24,114.9,"No",0,10
"0164-XAIRP","Female",63,"No","No",24,1,"No",0,1,0,"Occasional",24,19.55,"No",0,30
"0168-XZKBB","Female",48,"Yes","No",19,2,"Fiber optic",0,2,1,"Occasional",1,86.85,"No",0,23
"0174-QRVVY","Male",37,"No","No",71,2,"No",0,1,0,"Occasional",24,25.35,"No",0,40
"0177-PXBAT","Male",86,"Yes","No",33,2,"5G",1,3,3,"Occasional",1,109.9,"No",1,32
"0181-RITDD","Male",52,"Yes","Yes",62,1,"5G",3,3,3,"Occasional",24,108.15,"No",0,24
"0186-CAERR","Male",47,"No","No",71,2,"Fiber optic",3,3,3,"Occasional",12,116.3,"No",0,8
"0187-QSXOE","Male",87,"Yes","No",7,1,"Fiber optic",0,2,3,"Occasional",1,89,"No",0,31
"0187-WZNAB","Female",48,"Yes","Yes",27,1,"DSL",1,2,0,"Occasional",1,74.4,"No",0,32
"0188-GWFLE","Male",40,"No","No",2,2,"No",0,1,0,"Occasional",1,20.05,"No",0,15
"0191-ZHSKZ","Male",82,"No","No",30,1,"5G",3,2,3,"Occasional",1,74.75,"No",1,54
"0193-ESZXP","Female",83,"Yes","No",58,1,"Fiber optic",3,3,3,"Occasional",12,105.5,"Yes",0,NA
"0195-IESCP","Male",54,"Yes","No",10,2,"5G",0,2,2,"Occasional",1,85.25,"Yes",1,NA
"0196-JTUQI","Female",31,"No","No",9,2,"5G",0,2,0,"Occasional",1,75.2,"No",0,20
"0196-VULGZ","Female",72,"Yes","No",6,2,"Fiber optic",0,2,2,"Frequent",1,84.35,"Yes",0,NA
"0197-PNKNK","Female",20,"Yes","Yes",69,1,"DSL",1,2,0,"Occasional",12,84.45,"No",0,14
"0201-MIBOL","Female",72,"No","No",66,2,"Fiber optic",1,2,3,"Occasional",24,102.4,"No",0,2
"0203-HHYIJ","Male",20,"No","No",25,1,"No",0,1,0,"Occasional",12,25.3,"Yes",0,NA
"0206-OYVOC","Female",58,"No","No",46,1,"No",0,1,0,"Occasional",24,19.25,"No",0,32
"0206-TBWLC","Female",30,"Yes","No",54,2,"5G",3,3,3,"Occasional",12,114.65,"No",1,37
"0207-MDKNV","Female",63,"No","No",15,1,"5G",1,3,3,"Occasional",1,105.1,"Yes",1,NA
"0212-ISBBF","Female",22,"No","No",22,0,"DSL",2,2,3,"Occasional",1,50.35,"No",0,34
"0214-JHPFW","Female",50,"Yes","No",70,0,"5G",2,3,3,"Occasional",24,57.8,"No",1,19
"0215-BQKGS","Male",41,"No","No",30,1,"5G",3,2,0,"Occasional",1,84.3,"No",1,40
"0218-QNVAS","Male",40,"No","No",71,2,"Fiber optic",2,2,3,"Occasional",12,100.55,"No",0,3
"0219-YTZUE","Male",53,"Yes","Yes",4,2,"5G",2,2,0,"Frequent",1,84.8,"Yes",1,NA
"0220-EBGCE","Male",45,"No","No",2,1,"Fiber optic",0,2,2,"Frequent",1,85.85,"Yes",0,NA
"0221-NAUXK","Male",49,"No","No",10,1,"No",0,1,0,"Occasional",12,19.95,"No",0,17
"0221-WMXNQ","Male",88,"No","No",4,1,"5G",1,2,0,"Occasional",1,75.35,"No",1,56
"0222-CNVPT","Male",89,"No","No",52,0,"5G",1,2,3,"Occasional",1,48.8,"No",0,26
"0224-HJAPT","Male",54,"No","No",5,2,"5G",0,2,0,"Frequent",1,47.15,"Yes",0,NA
"0224-NIJLP","Male",47,"No","No",8,1,"No",0,1,0,"Occasional",24,20.15,"No",0,35
"0224-RLWWD","Female",75,"No","No",2,1,"5G",0,2,0,"Occasional",1,44.3,"No",1,14
"0225-ZORZP","Male",40,"No","No",3,1,"Fiber optic",2,2,2,"Occasional",1,84.3,"No",0,25
"0229-LFJAF","Male",60,"No","No",72,2,"5G",3,3,0,"Occasional",24,69.65,"No",1,39
"0230-UBYPQ","Male",43,"No","No",63,0,"DSL",1,3,0,"Occasional",12,36.1,"No",0,37
"0230-WEQUW","Male",31,"Yes","No",66,0,"5G",3,3,1,"Occasional",24,56.6,"No",1,55
"0231-LXVAP","Male",42,"No","No",1,1,"Fiber optic",0,3,0,"Occasional",1,75.9,"Yes",0,NA
"0234-TEVTT","Female",31,"Yes","Yes",48,0,"5G",1,2,2,"Occasional",12,45,"No",0,37
"0235-KGSLC","Female",32,"No","No",1,1,"5G",0,2,1,"Frequent",1,85.55,"Yes",0,NA
"0236-HFWSV","Male",51,"No","No",15,2,"5G",0,2,3,"Occasional",1,93.35,"Yes",1,NA
"0237-YFUTL","Female",22,"Yes","No",50,2,"Fiber optic",3,3,3,"Occasional",1,109.65,"No",0,24
"0239-OXEXL","Female",44,"No","No",46,2,"Fiber optic",3,2,0,"Occasional",1,84.25,"No",0,14
"0244-LGNFY","Female",62,"Yes","Yes",72,1,"No",3,3,3,"Occasional",24,92.65,"No",0,21
"0247-SLUJI","Male",19,"Yes","Yes",1,1,"No",0,1,0,"Occasional",1,19.7,"No",0,42
"0248-PGHBZ","Female",82,"No","No",67,1,"Fiber optic",3,3,1,"Occasional",24,92.45,"No",0,30
"0253-ZTEOB","Female",20,"Yes","Yes",48,1,"No",2,3,3,"Occasional",24,79.65,"No",0,24
"0254-FNMCI","Female",27,"No","No",72,1,"Fiber optic",3,3,3,"Occasional",24,109.9,"No",0,20
"0254-KCJGT","Male",20,"Yes","No",52,1,"No",3,3,2,"Occasional",12,81.4,"No",0,31
"0256-LTHVJ","Female",42,"Yes","Yes",28,1,"5G",0,2,2,"Frequent",1,81.05,"Yes",1,NA
"0257-ZESQC","Female",88,"Yes","No",27,1,"5G",1,2,0,"Occasional",1,75.2,"Yes",1,NA
"0259-GBZSH","Male",19,"No","No",2,2,"5G",0,2,1,"Occasional",1,85.65,"Yes",1,NA
"0263-FJTQO","Male",22,"Yes","Yes",50,1,"DSL",1,3,1,"Occasional",24,70.5,"No",0,32
"0264-CNITK","Female",22,"Yes","Yes",71,1,"No",0,1,0,"Occasional",24,20.1,"No",0,8
"0265-EDXBD","Male",80,"Yes","No",32,2,"5G",0,2,0,"Occasional",1,74.9,"Yes",1,NA
"0266-CLZKZ","Female",37,"Yes","Yes",67,2,"5G",0,3,3,"Occasional",24,105.65,"No",0,29
"0266-GMEAO","Male",38,"Yes","Yes",72,2,"Fiber optic",3,3,3,"Occasional",24,114.3,"No",0,43
"0268-QKIWO","Female",43,"No","No",3,2,"No",0,1,0,"Occasional",1,19.75,"Yes",0,NA
"0277-BKSQP","Male",60,"Yes","Yes",8,1,"DSL",0,2,1,"Occasional",1,54.4,"No",0,40
"0278-YXOOG","Male",20,"No","No",5,1,"5G",0,1,0,"Occasional",1,21.05,"Yes",1,NA
"0280-XJGEX","Male",43,"No","No",49,2,"5G",2,2,3,"Frequent",1,103.7,"Yes",1,NA
"0282-NVSJS","Female",83,"Yes","Yes",12,0,"DSL",0,3,0,"Occasional",1,29.3,"No",0,5
"0285-INHLN","Male",60,"Yes","Yes",27,1,"5G",3,2,0,"Occasional",1,54.75,"No",1,1
"0289-IVARM","Female",22,"No","No",35,1,"DSL",3,2,0,"Occasional",1,60.55,"No",0,15
"0292-WEGCH","Female",31,"Yes","Yes",54,2,"DSL",2,3,3,"Occasional",1,86.2,"No",0,2
"0295-PPHDO","Male",49,"No","No",1,2,"Fiber optic",0,2,3,"Frequent",1,95.45,"Yes",0,NA
"0295-QVKPB","Male",48,"No","No",5,1,"DSL",0,3,1,"Occasional",1,63.95,"No",1,29
"0297-RBCSG","Male",24,"No","No",19,1,"5G",2,3,2,"Occasional",12,65.35,"No",1,31
"0298-XACET","Male",53,"Yes","Yes",52,0,"DSL",2,3,1,"Occasional",24,50.2,"No",0,38
"0301-KOBTQ","Male",22,"No","No",32,1,"DSL",0,1,0,"Occasional",24,20.05,"No",0,25
"0302-JOIVN","Female",31,"Yes","No",8,1,"Fiber optic",2,2,3,"Frequent",1,101.15,"Yes",0,NA
"0303-UNCIP","Male",38,"No","No",41,2,"5G",0,2,2,"Occasional",12,65,"No",1,70
"0303-WMMRN","Male",45,"No","No",5,1,"No",0,1,0,"Occasional",1,19.25,"No",0,40
"0305-SQECB","Female",20,"No","Yes",11,0,"DSL",1,3,0,"Occasional",12,36.05,"No",0,25
"0306-JAELE","Male",41,"No","No",5,1,"5G",0,3,3,"Occasional",1,96.1,"Yes",1,NA
"0307-BCOPK","Female",50,"No","No",16,1,"No",0,1,0,"Occasional",12,19.05,"No",0,10
"0308-GIQJT","Male",88,"No","No",71,2,"5G",2,3,3,"Occasional",12,105.75,"No",0,26
"0308-IVGOK","Female",51,"No","No",11,0,"5G",2,3,0,"Occasional",12,40.4,"No",1,40
"0310-MVLET","Female",54,"Yes","Yes",61,1,"No",2,2,3,"Frequent",1,99.15,"Yes",0,NA
"0311-UNPFF","Female",28,"No","No",26,1,"Fiber optic",0,2,3,"Frequent",1,88.8,"Yes",0,NA
"0314-TKOSI","Female",54,"No","No",6,1,"5G",3,2,0,"Occasional",1,55.15,"No",1,66
"0315-LVCRK","Male",24,"No","No",11,2,"No",0,2,2,"Occasional",1,84.8,"No",0,14
"0318-QUUOB","Male",25,"Yes","No",1,1,"Fiber optic",0,2,1,"Frequent",1,80.55,"Yes",0,NA
"0318-ZOPWS","Female",43,"No","No",49,1,"5G",0,1,0,"Frequent",24,20.15,"No",1,50
"0319-QZTCO","Female",55,"No","No",3,1,"5G",2,2,1,"Occasional",1,58.7,"No",0,2
"0320-JDNQG","Male",24,"Yes","Yes",23,1,"5G",1,3,3,"Occasional",1,99.85,"Yes",0,NA
"0322-CHQRU","Male",21,"No","No",2,1,"5G",0,2,0,"Occasional",1,45.35,"Yes",1,NA
"0322-YINQP","Male",20,"No","No",1,1,"5G",1,2,0,"Occasional",1,48.55,"Yes",1,NA
"0323-XWWTN","Male",37,"No","No",3,2,"5G",0,1,0,"Occasional",24,26.4,"No",1,44
"0324-BRPCJ","Female",75,"Yes","No",68,2,"Fiber optic",2,2,3,"Frequent",1,100.2,"Yes",0,NA
"0325-XBFAC","Male",58,"No","No",8,1,"Fiber optic",0,2,3,"Frequent",1,94.7,"Yes",0,NA
"0326-VDYXE","Female",52,"Yes","No",70,2,"Fiber optic",0,2,3,"Occasional",12,97.65,"No",0,17
"0327-WFZSY","Male",49,"Yes","Yes",39,2,"Fiber optic",0,2,3,"Occasional",12,100,"No",0,17
"0330-BGYZE","Male",52,"Yes","No",60,1,"No",2,2,3,"Occasional",12,102.5,"No",0,1
"0334-GDDSO","Male",76,"No","No",3,2,"5G",2,2,0,"Frequent",1,81.35,"Yes",1,NA
"0336-KXKFK","Male",22,"No","No",72,0,"DSL",1,3,3,"Occasional",24,61.2,"No",0,40
"0336-PIKEI","Male",90,"Yes","No",72,1,"5G",3,3,1,"Occasional",24,74.4,"No",0,38
"0337-CNPZE","Female",22,"No","No",41,1,"No",2,2,3,"Frequent",1,106.3,"Yes",0,NA
"0345-HKJVM","Female",31,"No","No",6,1,"Fiber optic",0,2,3,"Frequent",1,89.3,"Yes",0,NA
"0345-XMMUG","Female",36,"Yes","No",46,2,"Fiber optic",2,3,3,"Occasional",24,108.9,"No",0,38
"0347-UBKUZ","Female",35,"No","No",15,1,"5G",0,1,0,"Occasional",1,19.9,"No",1,11
"0354-VXMJC","Male",50,"No","No",23,1,"5G",0,1,0,"Occasional",24,19.6,"No",0,8
"0354-WYROK","Female",73,"Yes","Yes",31,1,"No",0,3,3,"Occasional",1,98.9,"Yes",0,NA
"0356-ERHVT","Male",30,"Yes","No",11,1,"DSL",0,2,0,"Occasional",1,45.9,"No",0,9
"0356-OBMAC","Female",82,"No","No",56,2,"5G",2,3,1,"Occasional",24,99.9,"No",1,4
"0357-NVCRI","Female",21,"No","Yes",25,1,"No",0,1,0,"Occasional",1,20.05,"No",0,33
"0361-HJRDX","Female",47,"No","No",68,0,"DSL",3,3,3,"Occasional",24,64.35,"No",0,2
"0362-RAOQO","Female",22,"No","No",40,1,"5G",0,1,0,"Occasional",24,19.65,"No",0,6
"0363-QJVFX","Male",39,"No","No",32,2,"Fiber optic",3,3,3,"Occasional",1,108.15,"Yes",0,NA
"0363-SVHYR","Male",63,"Yes","Yes",71,2,"DSL",3,3,3,"Occasional",24,86.85,"No",0,15
"0365-GXEZS","Male",53,"Yes","No",18,1,"Fiber optic",0,3,0,"Occasional",1,78.2,"No",0,25
"0365-TRTPY","Female",45,"No","No",37,2,"Fiber optic",3,2,0,"Occasional",1,91.2,"No",0,45
"0366-NQSHS","Male",48,"No","No",2,1,"No",0,1,0,"Occasional",1,19.35,"No",0,40
"0369-ZGOVK","Female",47,"Yes","Yes",28,1,"No",0,2,0,"Occasional",12,70.4,"No",0,14
"0373-AIVNJ","Male",36,"No","No",9,0,"DSL",3,2,0,"Occasional",12,39.55,"No",0,33
"0374-FIUCA","Male",60,"No","No",65,1,"5G",0,1,0,"Occasional",24,20.4,"No",1,26
"0374-IOEGQ","Female",56,"No","No",3,1,"DSL",0,2,0,"Occasional",1,44.6,"No",0,19
"0375-HVGXO","Female",38,"No","No",1,0,"5G",0,2,1,"Frequent",1,34.7,"Yes",0,NA
"0376-OIWME","Male",43,"Yes","No",36,1,"Fiber optic",1,2,3,"Occasional",1,93.6,"No",0,35
"0376-YMCJC","Male",21,"No","No",23,2,"5G",0,3,1,"Occasional",1,90.6,"Yes",0,NA
"0377-JBKKT","Male",46,"Yes","Yes",22,1,"DSL",3,3,0,"Occasional",1,57.95,"No",0,3
"0378-CJKPV","Female",26,"Yes","No",72,2,"Fiber optic",3,3,3,"Occasional",24,112.1,"No",0,14
"0378-NHQXU","Female",38,"Yes","Yes",17,2,"Fiber optic",0,2,1,"Frequent",1,88.25,"Yes",0,NA
"0378-XSZPU","Male",19,"Yes","No",58,1,"DSL",3,2,0,"Frequent",12,60.3,"Yes",0,NA
"0379-DJQHR","Male",25,"Yes","Yes",67,1,"DSL",3,2,3,"Occasional",24,81.35,"No",1,23
"0380-NEAVX","Male",84,"No","No",34,1,"5G",2,2,3,"Occasional",12,99.85,"No",0,20
"0380-ZCSBI","Male",60,"No","No",10,1,"No",0,1,0,"Occasional",1,20,"No",0,6
"0383-CLDDA","Female",64,"No","No",69,2,"DSL",1,3,3,"Occasional",24,85.35,"No",0,39
"0384-LPITE","Male",56,"No","No",40,1,"No",3,2,3,"Occasional",12,62.05,"No",0,16
"0384-RVBPI","Male",26,"No","No",20,1,"5G",1,2,2,"Occasional",1,64.4,"No",0,41
"0386-CWRGM","Female",47,"No","No",46,1,"5G",0,1,0,"Occasional",24,19.4,"No",0,36
"0388-EOPEX","Female",23,"Yes","No",2,1,"5G",1,2,0,"Occasional",1,74.4,"Yes",1,NA
"0390-DCFDQ","Female",86,"Yes","No",1,1,"5G",0,2,0,"Occasional",1,70.45,"Yes",1,NA
"0392-BZIUW","Female",53,"Yes","No",72,2,"5G",1,2,3,"Occasional",24,105,"No",1,16
"0394-YONDK","Male",45,"No","No",70,2,"No",0,1,0,"Occasional",24,25.15,"No",0,21
"0396-HUJBP","Female",19,"No","No",2,1,"No",0,1,0,"Occasional",1,19.3,"No",0,30
"0396-UKGAI","Male",60,"No","Yes",23,1,"DSL",2,3,0,"Occasional",1,55.3,"No",0,17
"0397-GZBBC","Male",83,"Yes","No",59,1,"DSL",0,2,3,"Frequent",1,93.85,"Yes",0,NA
"0397-ZXWQF","Male",43,"No","No",67,2,"No",0,1,0,"Occasional",24,20.5,"No",0,13
"0401-WDBXM","Male",21,"Yes","Yes",72,2,"Fiber optic",1,2,3,"Occasional",24,105.55,"No",0,9
"0404-SWRVG","Male",57,"No","No",3,2,"DSL",0,2,0,"Frequent",1,74.4,"Yes",1,NA
"0406-BPDVR","Female",89,"Yes","No",54,2,"Fiber optic",2,2,3,"Frequent",12,101.5,"Yes",0,NA
"0407-BDJKB","Male",36,"Yes","No",60,1,"No",2,2,1,"Frequent",1,95.75,"Yes",0,NA
"0410-IPFTY","Female",60,"Yes","No",31,1,"Fiber optic",2,2,2,"Occasional",1,83.85,"No",0,43
"0411-EZJZE","Female",55,"No","No",3,2,"5G",0,2,1,"Occasional",1,60.25,"No",0,38
"0419-YAAPX","Male",63,"No","No",49,1,"Fiber optic",2,2,1,"Occasional",1,85.3,"No",0,28
"0420-BWTPW","Male",21,"No","Yes",8,0,"5G",0,2,0,"Frequent",1,25.5,"Yes",0,NA
"0420-HLGXF","Female",90,"No","No",39,2,"Fiber optic",0,2,3,"Occasional",1,99.75,"No",0,25
"0422-OHQHQ","Female",59,"No","No",15,1,"5G",0,1,0,"Occasional",12,20.55,"No",1,5
"0428-AXXLJ","Male",64,"No","No",25,1,"No",0,1,0,"Occasional",12,19.5,"No",0,33
"0428-IKYCP","Male",45,"Yes","No",22,1,"No",0,2,1,"Occasional",1,87,"No",0,16
"0430-IHCDJ","Male",44,"No","No",15,2,"DSL",0,2,0,"Occasional",1,49,"No",0,1
"0432-CAJZV","Male",32,"No","No",3,1,"Fiber optic",0,2,3,"Occasional",1,90.7,"No",0,28
"0434-CSFON","Female",58,"Yes","No",47,2,"5G",0,2,3,"Occasional",1,100.5,"No",1,61
"0436-TWFFZ","Female",55,"No","No",67,2,"DSL",1,3,3,"Occasional",24,85.25,"No",0,27
"0439-IFYUN","Female",72,"No","No",18,1,"Fiber optic",2,2,0,"Occasional",1,74.7,"No",0,7
"0440-EKDCF","Male",49,"Yes","No",62,1,"DSL",2,3,0,"Occasional",24,60.15,"No",0,11
"0440-MOGPM","Female",36,"No","No",41,2,"DSL",2,2,3,"Occasional",12,80.55,"No",0,21
"0440-QEXBZ","Female",46,"No","No",44,2,"DSL",0,2,0,"Occasional",1,50.15,"No",0,12
"0442-TDYUO","Male",46,"No","No",48,1,"No",0,1,0,"Occasional",24,20.05,"No",0,10
"0447-BEMNG","Female",26,"Yes","No",48,0,"5G",1,2,2,"Frequent",1,45.3,"Yes",1,NA
"0447-RXSGD","Male",22,"No","No",24,1,"No",2,2,3,"Occasional",1,99.65,"No",0,15
"0454-OKRCT","Male",31,"No","No",33,1,"5G",2,3,0,"Occasional",24,80.6,"No",1,20
"0455-ENTCR","Male",48,"Yes","No",66,2,"5G",3,3,3,"Occasional",24,85.25,"No",0,1
"0455-XFASS","Female",28,"Yes","Yes",3,1,"5G",0,2,0,"Occasional",1,69.55,"No",0,29
"0458-HEUZG","Female",57,"No","No",13,0,"DSL",0,3,0,"Occasional",24,35.4,"No",0,15
"0459-SPZHJ","Male",33,"Yes","Yes",63,2,"5G",3,2,3,"Occasional",24,83.5,"No",1,5
"0463-ZSDNT","Male",56,"No","No",10,1,"DSL",0,2,2,"Occasional",1,56.75,"No",0,19
"0468-YRPXN","Male",33,"No","No",29,1,"Fiber optic",0,3,3,"Occasional",1,98.8,"No",0,24
"0471-LVHGK","Male",54,"Yes","No",41,2,"5G",0,2,3,"Frequent",12,73,"Yes",0,NA
"0475-RIJEP","Male",51,"No","No",43,2,"Fiber optic",2,2,0,"Frequent",1,77.85,"Yes",0,NA
"0479-HMSWA","Female",26,"No","Yes",26,1,"Fiber optic",2,3,3,"Occasional",24,105.45,"No",0,13
"0480-BIXDE","Female",49,"Yes","No",19,1,"Fiber optic",0,2,3,"Occasional",1,96.8,"No",0,37
"0484-JPBRU","Male",57,"No","No",41,2,"No",0,1,0,"Occasional",1,25.25,"No",0,33
"0485-ZBSLN","Male",22,"Yes","Yes",65,2,"No",0,1,0,"Occasional",24,24.75,"No",0,4
"0486-HECZI","Male",34,"Yes","No",55,2,"5G",3,2,1,"Occasional",1,96.75,"Yes",1,NA
