"CustomerID","Gender.x","Age.x","Partner.x","Dependents.x","Tenure.x","MultipleLines.x","InternetService.x","OnlineProtect.x","TechSupport.x","Streaming.x","Outage.x","ContractType.x","MonthlyCharges.x","Churn.x","Pilot.x","Gender.y","Age.y","Partner.y","Dependents.y","Tenure.y","MultipleLines.y","InternetService.y","OnlineProtect.y","TechSupport.y","Streaming.y","Outage.y","ContractType.y","MonthlyCharges.y","Churn.y","Pilot.y","ChurnIn"
"0032-PGELS","Female",21,"Yes","Yes",1,0,"DSL",1,2,0,"Frequent",1,30.5,"Yes",0,"Female",21,"Yes","Yes",1,0,"DSL",1,2,0,"Occasional",1,30.5,"Yes",0,NA
"0036-IHMOT","Female",37,"Yes","Yes",55,1,"DSL",2,3,3,"Occasional",12,103.7,"No",1,"Female",37,"Yes","Yes",55,1,"DSL",2,3,3,"Occasional",12,103.7,"No",1,14
"0040-HALCW","Male",53,"No","No",54,1,"5G",0,1,0,"Occasional",24,20.4,"No",0,"Male",53,"No","No",54,1,"5G",0,1,0,"Occasional",24,20.4,"No",0,34
"0042-JVWOJ","Male",19,"No","No",26,1,"No",0,1,0,"Occasional",12,19.6,"No",0,"Male",19,"No","No",26,1,"No",0,1,0,"Occasional",12,19.6,"No",0,16
"0048-LUMLS","Male",56,"Yes","Yes",37,1,"5G",0,2,3,"Occasional",12,91.2,"No",1,"Male",56,"Yes","Yes",37,1,"5G",0,2,3,"Occasional",12,91.2,"No",1,41
"0052-DCKON","Male",63,"Yes","No",66,2,"Fiber optic",3,3,3,"Occasional",12,115.8,"No",0,"Male",63,"Yes","No",66,2,"Fiber optic",3,3,3,"Occasional",12,115.8,"No",0,42
"0052-YNYOT","Female",61,"No","No",67,1,"No",0,1,0,"Occasional",12,20.55,"No",0,"Female",61,"No","No",67,1,"No",0,1,0,"Occasional",12,20.55,"No",0,10
"0056-EPFBG","Male",21,"Yes","Yes",20,0,"DSL",1,3,0,"Occasional",24,39.4,"No",0,"Male",21,"Yes","Yes",20,0,"DSL",1,3,0,"Occasional",24,39.4,"No",0,17
"0057-QBUQH","Female",54,"No","No",43,2,"No",0,1,0,"Occasional",24,25.1,"No",0,"Female",54,"No","No",43,2,"No",0,1,0,"Occasional",24,25.1,"No",0,35
"0058-EVZWM","Female",33,"Yes","No",55,2,"No",1,2,1,"Occasional",1,89.8,"No",0,"Female",33,"Yes","No",55,2,"No",1,2,1,"Occasional",1,89.8,"No",0,27
"0067-DKWBL","Male",83,"No","No",2,1,"5G",1,2,0,"Occasional",1,49.25,"Yes",1,"Male",83,"No","No",2,1,"5G",1,2,0,"Frequent",1,49.25,"Yes",1,NA
"0071-NDAFP","Male",59,"No","No",25,2,"No",0,1,0,"Occasional",24,25.5,"No",0,"Male",59,"No","No",25,2,"No",0,1,0,"Occasional",24,25.5,"No",0,9
"0074-HDKDG","Male",36,"Yes","Yes",25,1,"5G",3,2,0,"Occasional",12,61.6,"No",0,"Male",36,"Yes","Yes",25,1,"5G",3,2,0,"Occasional",12,61.6,"No",0,41
"0078-XZMHT","Male",52,"Yes","No",72,2,"5G",2,3,3,"Occasional",24,85.15,"No",1,"Male",52,"Yes","No",72,2,"5G",2,3,3,"Occasional",24,85.15,"No",1,22
"0080-EMYVY","Female",32,"No","No",14,1,"DSL",2,2,0,"Occasional",12,51.45,"No",0,"Female",32,"No","No",14,1,"DSL",2,2,0,"Occasional",12,51.45,"No",0,37
"0080-OROZO","Female",37,"No","No",35,1,"DSL",0,3,3,"Occasional",12,99.25,"No",0,"Female",37,"No","No",35,1,"DSL",0,3,3,"Occasional",12,99.25,"No",0,6
"0082-OQIQY","Male",60,"No","No",29,1,"Fiber optic",0,3,3,"Occasional",1,94.2,"No",0,"Male",60,"No","No",29,1,"Fiber optic",0,3,3,"Occasional",1,94.2,"No",0,27
"0083-PIVIK","Male",32,"No","No",64,2,"DSL",3,3,1,"Occasional",12,81.25,"No",0,"Male",32,"No","No",64,2,"DSL",3,3,1,"Occasional",12,81.25,"No",0,40
"0093-EXYQL","Female",85,"No","No",40,1,"5G",0,2,3,"Occasional",1,91.55,"No",0,"Female",85,"No","No",40,1,"5G",0,2,3,"Occasional",1,91.55,"No",0,19
"0094-OIFMO","Female",76,"No","No",11,1,"5G",2,2,3,"Frequent",1,95,"Yes",1,"Female",76,"No","No",11,1,"5G",2,2,3,"Frequent",1,95,"Yes",1,NA
"0096-BXERS","Female",41,"Yes","No",6,2,"DSL",0,2,0,"Occasional",1,50.35,"No",0,"Female",41,"Yes","No",6,2,"DSL",0,2,0,"Occasional",1,50.35,"No",0,1
"0098-BOWSO","Male",19,"No","No",27,1,"5G",0,1,0,"Occasional",1,19.4,"No",0,"Male",19,"No","No",27,1,"5G",0,1,0,"Occasional",1,19.4,"No",0,18
"0100-DUVFC","Male",66,"Yes","No",70,2,"Fiber optic",2,2,3,"Occasional",12,104.8,"No",0,"Male",66,"Yes","No",70,2,"Fiber optic",2,2,3,"Occasional",12,104.8,"No",0,16
"0103-CSITQ","Female",56,"Yes","No",57,2,"Fiber optic",2,3,3,"Occasional",12,109.4,"No",0,"Female",56,"Yes","No",57,2,"Fiber optic",2,3,3,"Occasional",12,109.4,"No",0,5
"0104-PPXDV","Male",23,"Yes","No",58,1,"5G",0,2,0,"Occasional",12,50.3,"No",1,"Male",23,"Yes","No",58,1,"5G",0,2,0,"Occasional",12,50.3,"No",1,36
"0106-GHRQR","Male",58,"No","No",16,2,"5G",2,2,2,"Occasional",1,71.4,"No",0,"Male",58,"No","No",16,2,"5G",2,2,2,"Occasional",1,71.4,"No",0,9
"0111-KLBQG","Male",73,"Yes","Yes",32,1,"5G",2,2,3,"Occasional",1,93.95,"No",1,"Male",73,"Yes","Yes",32,1,"5G",2,2,3,"Occasional",1,93.95,"No",1,10
"0112-QAWRZ","Male",31,"Yes","Yes",16,2,"Fiber optic",0,2,1,"Occasional",1,90.8,"No",0,"Male",31,"Yes","Yes",16,2,"Fiber optic",0,2,1,"Occasional",1,90.8,"No",0,39
"0112-QWPNC","Male",21,"Yes","No",49,2,"DSL",1,3,3,"Occasional",12,84.35,"Yes",0,"Male",21,"Yes","No",49,2,"DSL",1,3,3,"Occasional",12,84.35,"Yes",0,NA
"0114-IGABW","Female",36,"Yes","No",71,0,"5G",2,3,3,"Occasional",24,58.25,"No",1,"Female",36,"Yes","No",71,0,"5G",2,3,3,"Occasional",24,58.25,"No",1,3
"0114-PEGZZ","Female",62,"No","No",33,2,"Fiber optic",2,2,3,"Occasional",1,107.55,"No",0,"Female",62,"No","No",33,2,"Fiber optic",2,2,3,"Occasional",1,107.55,"No",0,27
"0114-RSRRW","Female",54,"No","No",10,1,"5G",0,1,0,"Occasional",1,19.95,"No",0,"Female",54,"No","No",10,1,"5G",0,1,0,"Occasional",1,19.95,"No",0,32
"0115-TFERT","Male",33,"Yes","No",21,2,"5G",2,3,3,"Occasional",1,111.2,"Yes",1,"Male",33,"Yes","No",21,2,"5G",2,3,3,"Occasional",1,111.2,"Yes",1,NA
"0117-LFRMW","Male",50,"Yes","Yes",37,0,"DSL",3,2,0,"Frequent",1,40.2,"Yes",0,"Male",50,"Yes","Yes",37,0,"DSL",3,2,0,"Occasional",1,40.2,"Yes",0,NA
"0118-JPNOY","Female",76,"No","No",26,1,"Fiber optic",1,2,1,"Occasional",1,85.8,"No",0,"Female",76,"No","No",26,1,"Fiber optic",1,2,1,"Occasional",1,85.8,"No",0,6
"0122-OAHPZ","Female",54,"No","No",7,2,"5G",0,2,0,"Frequent",1,73.85,"Yes",1,"Female",54,"No","No",7,2,"5G",0,2,0,"Frequent",1,73.85,"Yes",1,NA
"0123-CRBRT","Female",22,"Yes","Yes",61,2,"5G",3,3,3,"Occasional",24,88.1,"No",1,"Female",22,"Yes","Yes",61,2,"5G",3,3,3,"Occasional",24,88.1,"No",1,65
"0125-LZQXK","Male",30,"No","No",15,1,"5G",0,3,3,"Occasional",1,101.35,"Yes",0,"Male",30,"No","No",15,1,"5G",0,3,3,"Occasional",1,101.35,"Yes",0,NA
"0128-MKWSG","Female",27,"No","Yes",26,0,"DSL",1,3,2,"Occasional",1,45.8,"No",0,"Female",27,"No","Yes",26,0,"DSL",1,3,2,"Occasional",1,45.8,"No",0,10
"0129-QMPDR","Male",41,"No","No",44,1,"5G",0,1,0,"Occasional",12,20.5,"No",0,"Male",41,"No","No",44,1,"5G",0,1,0,"Occasional",12,20.5,"No",0,39
"0130-SXOUN","Male",23,"No","No",66,2,"Fiber optic",2,2,2,"Occasional",1,89.4,"No",0,"Male",23,"No","No",66,2,"Fiber optic",2,2,2,"Occasional",1,89.4,"No",0,3
"0133-BMFZO","Female",31,"No","No",2,1,"Fiber optic",3,3,0,"Occasional",1,86.25,"Yes",0,"Female",31,"No","No",2,1,"Fiber optic",3,3,0,"Occasional",1,86.25,"Yes",0,NA
"0135-NMXAP","Female",38,"No","No",12,2,"5G",2,2,1,"Frequent",1,89.75,"Yes",0,"Female",38,"No","No",12,2,"5G",2,2,1,"Frequent",1,89.75,"Yes",0,NA
"0137-OCGAB","Female",21,"No","No",1,1,"No",2,2,0,"Frequent",1,80.2,"Yes",0,"Female",21,"No","No",1,1,"No",2,2,0,"Frequent",1,80.2,"Yes",0,NA
"0139-IVFJG","Female",52,"Yes","No",2,1,"DSL",3,2,1,"Occasional",1,90.35,"No",1,"Female",52,"Yes","No",2,1,"DSL",3,2,1,"Occasional",1,90.35,"No",1,13
"0147-ESWWR","Female",86,"Yes","No",39,2,"Fiber optic",0,3,3,"Occasional",1,101.25,"No",0,"Female",86,"Yes","No",39,2,"Fiber optic",0,3,3,"Occasional",1,101.25,"No",0,31
"0148-DCDOS","Male",45,"No","No",25,1,"No",0,2,3,"Frequent",1,94.7,"Yes",0,"Male",45,"No","No",25,1,"No",0,2,3,"Frequent",1,94.7,"Yes",0,NA
"0151-ONTOV","Female",61,"No","No",1,1,"5G",0,2,0,"Frequent",1,70.9,"Yes",0,"Female",61,"No","No",1,1,"5G",0,2,0,"Frequent",1,70.9,"Yes",0,NA
"0156-FVPTA","Male",41,"Yes","No",22,1,"DSL",1,3,0,"Occasional",1,54.2,"Yes",0,"Male",41,"Yes","No",22,1,"DSL",1,3,0,"Occasional",1,54.2,"Yes",0,NA
"0164-APGRB","Female",33,"No","No",72,1,"No",3,3,3,"Occasional",24,114.9,"No",0,"Female",33,"No","No",72,1,"No",3,3,3,"Occasional",24,114.9,"No",0,10
"0168-XZKBB","Female",48,"Yes","No",19,2,"Fiber optic",0,2,1,"Occasional",1,86.85,"No",0,"Female",48,"Yes","No",19,2,"Fiber optic",0,2,1,"Occasional",1,86.85,"No",0,23
"0177-PXBAT","Male",86,"Yes","No",33,2,"5G",1,3,3,"Occasional",1,109.9,"No",1,"Male",86,"Yes","No",33,2,"5G",1,3,3,"Occasional",1,109.9,"No",1,32
"0178-CIIKR","Female",20,"No","No",3,1,"No",0,1,0,"Occasional",1,19.95,"No",0,"Female",20,"No","No",3,1,"No",0,1,0,"Occasional",1,19.95,"No",0,17
"0178-SZBHO","Male",40,"Yes","Yes",47,2,"5G",2,2,1,"Occasional",1,87.2,"No",0,"Male",40,"Yes","Yes",47,2,"5G",2,2,1,"Occasional",1,87.2,"No",0,27
"0181-RITDD","Male",52,"Yes","Yes",62,1,"5G",3,3,3,"Occasional",24,108.15,"No",0,"Male",52,"Yes","Yes",62,1,"5G",3,3,3,"Occasional",24,108.15,"No",0,24
"0186-CAERR","Male",47,"No","No",71,2,"Fiber optic",3,3,3,"Occasional",12,116.3,"No",0,"Male",47,"No","No",71,2,"Fiber optic",3,3,3,"Occasional",12,116.3,"No",0,8
"0187-QSXOE","Male",87,"Yes","No",7,1,"Fiber optic",0,2,3,"Occasional",1,89,"No",0,"Male",87,"Yes","No",7,1,"Fiber optic",0,2,3,"Occasional",1,89,"No",0,31
"0187-WZNAB","Female",48,"Yes","Yes",27,1,"DSL",1,2,0,"Occasional",1,74.4,"No",0,"Female",48,"Yes","Yes",27,1,"DSL",1,2,0,"Occasional",1,74.4,"No",0,32
"0191-EQUUH","Female",20,"No","Yes",25,0,"DSL",1,3,0,"Occasional",24,35.05,"No",0,"Female",20,"No","Yes",25,0,"DSL",1,3,0,"Occasional",24,35.05,"No",0,7
"0191-ZHSKZ","Male",82,"No","No",30,1,"5G",3,2,3,"Occasional",1,74.75,"No",1,"Male",82,"No","No",30,1,"5G",3,2,3,"Occasional",1,74.75,"No",1,54
"0193-ESZXP","Female",83,"Yes","No",58,1,"Fiber optic",3,3,3,"Occasional",12,105.5,"Yes",0,"Female",83,"Yes","No",58,1,"Fiber optic",3,3,3,"Occasional",12,105.5,"Yes",0,NA
"0195-IESCP","Male",54,"Yes","No",10,2,"5G",0,2,2,"Occasional",1,85.25,"Yes",1,"Male",54,"Yes","No",10,2,"5G",0,2,2,"Frequent",1,85.25,"Yes",1,NA
"0196-JTUQI","Female",31,"No","No",9,2,"5G",0,2,0,"Occasional",1,75.2,"No",0,"Female",31,"No","No",9,2,"5G",0,2,0,"Occasional",1,75.2,"No",0,20
"0197-PNKNK","Female",20,"Yes","Yes",69,1,"DSL",1,2,0,"Occasional",12,84.45,"No",0,"Female",20,"Yes","Yes",69,1,"DSL",1,2,0,"Occasional",12,84.45,"No",0,14
"0201-OAMXR","Female",62,"No","No",70,2,"5G",3,3,3,"Occasional",12,115.55,"Yes",0,"Female",62,"No","No",70,2,"5G",3,3,3,"Occasional",12,115.55,"Yes",0,NA
"0203-HHYIJ","Male",20,"No","No",25,1,"No",0,1,0,"Occasional",12,25.3,"Yes",0,"Male",20,"No","No",25,1,"No",0,1,0,"Occasional",12,25.3,"Yes",0,NA
"0206-OYVOC","Female",58,"No","No",46,1,"No",0,1,0,"Occasional",24,19.25,"No",0,"Female",58,"No","No",46,1,"No",0,1,0,"Occasional",24,19.25,"No",0,32
"0206-TBWLC","Female",30,"Yes","No",54,2,"5G",3,3,3,"Occasional",12,114.65,"No",1,"Female",30,"Yes","No",54,2,"5G",3,3,3,"Occasional",12,114.65,"No",1,37
"0207-MDKNV","Female",63,"No","No",15,1,"5G",1,3,3,"Occasional",1,105.1,"Yes",1,"Female",63,"No","No",15,1,"5G",1,3,3,"Occasional",1,105.1,"Yes",1,NA
"0208-BPQEJ","Female",61,"No","No",12,1,"No",0,1,0,"Occasional",1,19.4,"No",0,"Female",61,"No","No",12,1,"No",0,1,0,"Occasional",1,19.4,"No",0,1
"0214-JHPFW","Female",50,"Yes","No",70,0,"5G",2,3,3,"Occasional",24,57.8,"No",1,"Female",50,"Yes","No",70,0,"5G",2,3,3,"Occasional",24,57.8,"No",1,19
"0215-BQKGS","Male",41,"No","No",30,1,"5G",3,2,0,"Occasional",1,84.3,"No",1,"Male",41,"No","No",30,1,"5G",3,2,0,"Occasional",1,84.3,"No",1,40
"0218-QNVAS","Male",40,"No","No",71,2,"Fiber optic",2,2,3,"Occasional",12,100.55,"No",0,"Male",40,"No","No",71,2,"Fiber optic",2,2,3,"Occasional",12,100.55,"No",0,3
"0219-QAERP","Male",57,"No","No",30,1,"5G",0,1,0,"Occasional",12,19.8,"No",0,"Male",57,"No","No",30,1,"5G",0,1,0,"Occasional",12,19.8,"No",0,28
"0219-YTZUE","Male",53,"Yes","Yes",4,2,"5G",2,2,0,"Frequent",1,84.8,"Yes",1,"Male",53,"Yes","Yes",4,2,"5G",2,2,0,"Frequent",1,84.8,"Yes",1,NA
"0220-EBGCE","Male",45,"No","No",2,1,"Fiber optic",0,2,2,"Frequent",1,85.85,"Yes",0,"Male",45,"No","No",2,1,"Fiber optic",0,2,2,"Occasional",1,85.85,"Yes",0,NA
"0221-NAUXK","Male",49,"No","No",10,1,"No",0,1,0,"Occasional",12,19.95,"No",0,"Male",49,"No","No",10,1,"No",0,1,0,"Occasional",12,19.95,"No",0,17
"0221-WMXNQ","Male",88,"No","No",4,1,"5G",1,2,0,"Occasional",1,75.35,"No",1,"Male",88,"No","No",4,1,"5G",1,2,0,"Occasional",1,75.35,"No",1,56
"0222-CNVPT","Male",89,"No","No",52,0,"5G",1,2,3,"Occasional",1,48.8,"No",0,"Male",89,"No","No",52,0,"5G",1,2,3,"Occasional",1,48.8,"No",0,26
"0224-RLWWD","Female",75,"No","No",2,1,"5G",0,2,0,"Occasional",1,44.3,"No",1,"Female",75,"No","No",2,1,"5G",0,2,0,"Occasional",1,44.3,"No",1,14
"0228-MAUWC","Male",43,"No","No",19,2,"DSL",0,3,0,"Occasional",1,59.55,"No",0,"Male",43,"No","No",19,2,"DSL",0,3,0,"Occasional",1,59.55,"No",0,12
"0229-LFJAF","Male",60,"No","No",72,2,"5G",3,3,0,"Occasional",24,69.65,"No",1,"Male",60,"No","No",72,2,"5G",3,3,0,"Occasional",24,69.65,"No",1,39
"0230-WEQUW","Male",31,"Yes","No",66,0,"5G",3,3,1,"Occasional",24,56.6,"No",1,"Male",31,"Yes","No",66,0,"5G",3,3,1,"Occasional",24,56.6,"No",1,55
"0234-TEVTT","Female",31,"Yes","Yes",48,0,"5G",1,2,2,"Occasional",12,45,"No",0,"Female",31,"Yes","Yes",48,0,"5G",1,2,2,"Occasional",12,45,"No",0,37
"0235-KGSLC","Female",32,"No","No",1,1,"5G",0,2,1,"Frequent",1,85.55,"Yes",0,"Female",32,"No","No",1,1,"5G",0,2,1,"Frequent",1,85.55,"Yes",0,NA
"0236-HFWSV","Male",51,"No","No",15,2,"5G",0,2,3,"Occasional",1,93.35,"Yes",1,"Male",51,"No","No",15,2,"5G",0,2,3,"Frequent",1,93.35,"Yes",1,NA
"0237-YFUTL","Female",22,"Yes","No",50,2,"Fiber optic",3,3,3,"Occasional",1,109.65,"No",0,"Female",22,"Yes","No",50,2,"Fiber optic",3,3,3,"Occasional",1,109.65,"No",0,24
"0238-WHBIQ","Male",64,"Yes","Yes",72,1,"No",3,3,3,"Occasional",24,89.7,"No",0,"Male",64,"Yes","Yes",72,1,"No",3,3,3,"Occasional",24,89.7,"No",0,10
"0244-LGNFY","Female",62,"Yes","Yes",72,1,"No",3,3,3,"Occasional",24,92.65,"No",0,"Female",62,"Yes","Yes",72,1,"No",3,3,3,"Occasional",24,92.65,"No",0,21
"0247-SLUJI","Male",19,"Yes","Yes",1,1,"No",0,1,0,"Occasional",1,19.7,"No",0,"Male",19,"Yes","Yes",1,1,"No",0,1,0,"Occasional",1,19.7,"No",0,42
"0248-IPDFW","Female",62,"No","No",1,2,"5G",0,2,0,"Occasional",1,50.1,"No",0,"Female",62,"No","No",1,2,"5G",0,2,0,"Occasional",1,50.1,"No",0,32
"0253-ZTEOB","Female",20,"Yes","Yes",48,1,"No",2,3,3,"Occasional",24,79.65,"No",0,"Female",20,"Yes","Yes",48,1,"No",2,3,3,"Occasional",24,79.65,"No",0,24
"0254-FNMCI","Female",27,"No","No",72,1,"Fiber optic",3,3,3,"Occasional",24,109.9,"No",0,"Female",27,"No","No",72,1,"Fiber optic",3,3,3,"Occasional",24,109.9,"No",0,20
"0254-KCJGT","Male",20,"Yes","No",52,1,"No",3,3,2,"Occasional",12,81.4,"No",0,"Male",20,"Yes","No",52,1,"No",3,3,2,"Occasional",12,81.4,"No",0,31
"0254-WWRKD","Female",64,"Yes","Yes",67,1,"DSL",2,2,0,"Occasional",12,50.55,"No",0,"Female",64,"Yes","Yes",67,1,"DSL",2,2,0,"Occasional",12,50.55,"No",0,6
"0256-LTHVJ","Female",42,"Yes","Yes",28,1,"5G",0,2,2,"Frequent",1,81.05,"Yes",1,"Female",42,"Yes","Yes",28,1,"5G",0,2,2,"Frequent",1,81.05,"Yes",1,NA
"0257-KXZGU","Female",61,"Yes","Yes",32,2,"DSL",2,2,0,"Occasional",1,62.45,"No",0,"Female",61,"Yes","Yes",32,2,"DSL",2,2,0,"Occasional",1,62.45,"No",0,17
"0257-ZESQC","Female",88,"Yes","No",27,1,"5G",1,2,0,"Occasional",1,75.2,"Yes",1,"Female",88,"Yes","No",27,1,"5G",1,2,0,"Frequent",1,75.2,"Yes",1,NA
"0258-NOKBL","Male",39,"No","No",3,2,"No",2,2,2,"Occasional",1,90.4,"No",0,"Male",39,"No","No",3,2,"No",2,2,2,"Occasional",1,90.4,"No",0,9
"0259-GBZSH","Male",19,"No","No",2,2,"5G",0,2,1,"Occasional",1,85.65,"Yes",1,"Male",19,"No","No",2,2,"5G",0,2,1,"Frequent",1,85.65,"Yes",1,NA
"0260-ZDLGK","Female",60,"No","Yes",9,1,"DSL",0,3,3,"Occasional",1,72.9,"Yes",0,"Female",60,"No","Yes",9,1,"DSL",0,3,3,"Occasional",1,72.9,"Yes",0,NA
"0263-FJTQO","Male",22,"Yes","Yes",50,1,"DSL",1,3,1,"Occasional",24,70.5,"No",0,"Male",22,"Yes","Yes",50,1,"DSL",1,3,1,"Occasional",24,70.5,"No",0,32
"0265-EDXBD","Male",80,"Yes","No",32,2,"5G",0,2,0,"Occasional",1,74.9,"Yes",1,"Male",80,"Yes","No",32,2,"5G",0,2,0,"Frequent",1,74.9,"Yes",1,NA
"0266-CLZKZ","Female",37,"Yes","Yes",67,2,"5G",0,3,3,"Occasional",24,105.65,"No",0,"Female",37,"Yes","Yes",67,2,"5G",0,3,3,"Occasional",24,105.65,"No",0,29
"0270-THENM","Male",63,"Yes","Yes",72,2,"DSL",3,3,0,"Occasional",24,69.85,"No",0,"Male",63,"Yes","Yes",72,2,"DSL",3,3,0,"Occasional",24,69.85,"No",0,25
"0277-ORXQS","Male",24,"Yes","Yes",66,1,"DSL",0,3,3,"Occasional",24,50.55,"No",0,"Male",24,"Yes","Yes",66,1,"DSL",0,3,3,"Occasional",24,50.55,"No",0,42
"0278-YXOOG","Male",20,"No","No",5,1,"5G",0,1,0,"Occasional",1,21.05,"Yes",1,"Male",20,"No","No",5,1,"5G",0,1,0,"Occasional",1,21.05,"Yes",1,NA
"0280-XJGEX","Male",43,"No","No",49,2,"5G",2,2,3,"Frequent",1,103.7,"Yes",1,"Male",43,"No","No",49,2,"5G",2,2,3,"Frequent",1,103.7,"Yes",1,NA
"0281-CNTZX","Male",56,"No","No",63,1,"No",0,1,0,"Occasional",24,19.95,"No",0,"Male",56,"No","No",63,1,"No",0,1,0,"Occasional",24,19.95,"No",0,43
"0285-INHLN","Male",60,"Yes","Yes",27,1,"5G",3,2,0,"Occasional",1,54.75,"No",1,"Male",60,"Yes","Yes",27,1,"5G",3,2,0,"Occasional",1,54.75,"No",1,1
"0292-WEGCH","Female",31,"Yes","Yes",54,2,"DSL",2,3,3,"Occasional",1,86.2,"No",0,"Female",31,"Yes","Yes",54,2,"DSL",2,3,3,"Occasional",1,86.2,"No",0,2
"0295-PPHDO","Male",49,"No","No",1,2,"Fiber optic",0,2,3,"Frequent",1,95.45,"Yes",0,"Male",49,"No","No",1,2,"Fiber optic",0,2,3,"Occasional",1,95.45,"Yes",0,NA
"0295-QVKPB","Male",48,"No","No",5,1,"DSL",0,3,1,"Occasional",1,63.95,"No",1,"Male",48,"No","No",5,1,"DSL",0,3,1,"Occasional",1,63.95,"No",1,29
"0297-RBCSG","Male",24,"No","No",19,1,"5G",2,3,2,"Occasional",12,65.35,"No",1,"Male",24,"No","No",19,1,"5G",2,3,2,"Occasional",12,65.35,"No",1,31
"0301-KOBTQ","Male",22,"No","No",32,1,"DSL",0,1,0,"Occasional",24,20.05,"No",0,"Male",22,"No","No",32,1,"DSL",0,1,0,"Occasional",24,20.05,"No",0,25
"0302-JOIVN","Female",31,"Yes","No",8,1,"Fiber optic",2,2,3,"Frequent",1,101.15,"Yes",0,"Female",31,"Yes","No",8,1,"Fiber optic",2,2,3,"Frequent",1,101.15,"Yes",0,NA
"0303-UNCIP","Male",38,"No","No",41,2,"5G",0,2,2,"Occasional",12,65,"No",1,"Male",38,"No","No",41,2,"5G",0,2,2,"Occasional",12,65,"No",1,70
